ID,Station ID,Station Longitude,Station Latitude,Station Name,Station County,Atlanta
552,13067030252,-84.6899486137931,33.97805524482759,04 Cobb County WIB,"Cobb County, GA",1
553,13067030253,-84.68178002500001,33.95444911388889,04 Cobb County WIB,"Cobb County, GA",1
554,13067030254,-84.62731795,34.06243577857143,04 Cobb County WIB,"Cobb County, GA",1
555,13067030255,-84.60654964411765,34.052861817647056,04 Cobb County WIB,"Cobb County, GA",1
556,13067030256,-84.60062533235293,33.975353377941175,04 Cobb County WIB,"Cobb County, GA",1
557,13067030257,-84.59831752340425,33.99390801489361,04 Cobb County WIB,"Cobb County, GA",1
558,13067030258,-84.60591223,34.022592395,04 Cobb County WIB,"Cobb County, GA",1
559,13067030259,-84.62011839583333,34.038600725,04 Cobb County WIB,"Cobb County, GA",1
560,13067030260,-84.64219025952382,34.03322397857143,04 Cobb County WIB,"Cobb County, GA",1
561,13067030261,-84.63545630588236,34.04202428823529,04 Cobb County WIB,"Cobb County, GA",1
562,13067030262,-84.622646572,33.937712276,04 Cobb County WIB,"Cobb County, GA",1
563,13067030263,-84.64845944761905,33.93944089047619,04 Cobb County WIB,"Cobb County, GA",1
564,13067030264,-84.6655539076923,33.98449654615385,04 Cobb County WIB,"Cobb County, GA",1
565,13067030265,-84.64519266842106,33.98918718947368,04 Cobb County WIB,"Cobb County, GA",1
566,13067030266,-84.72683973333334,34.00800308888889,04 Cobb County WIB,"Cobb County, GA",1
567,13067030267,-84.7107818923077,34.00647813076923,04 Cobb County WIB,"Cobb County, GA",1
568,13067030268,-84.71460957200001,33.922511004,04 Cobb County WIB,"Cobb County, GA",1
569,13067030269,-84.69477823333334,33.91306087666666,04 Cobb County WIB,"Cobb County, GA",1
570,13067030270,-84.63354065454546,33.91402025,04 Cobb County WIB,"Cobb County, GA",1
571,13067030271,-84.65440770000001,33.91090319333333,04 Cobb County WIB,"Cobb County, GA",1
572,13067030272,-84.57868833846155,34.0702035,04 Cobb County WIB,"Cobb County, GA",1
573,13067030273,-84.57406466428571,34.064193242857144,04 Cobb County WIB,"Cobb County, GA",1
574,13067030274,-84.60038577391305,34.06567089565217,04 Cobb County WIB,"Cobb County, GA",1
575,13067030275,-84.58945732222223,34.054903688888885,04 Cobb County WIB,"Cobb County, GA",1
576,13067030276,-84.71828058529411,33.95790548529412,04 Cobb County WIB,"Cobb County, GA",1
577,13067030277,-84.7333871,33.961146810526316,04 Cobb County WIB,"Cobb County, GA",1
578,13067030278,-84.59057983000001,34.02558147818182,04 Cobb County WIB,"Cobb County, GA",1
579,13067030319,-84.401497209375,33.963134184375,04 Cobb County WIB,"Cobb County, GA",1
580,13067030322,-84.446429348,34.046222635999996,04 Cobb County WIB,"Cobb County, GA",1
581,13067030324,-84.5019930862069,34.070727544827584,04 Cobb County WIB,"Cobb County, GA",1
582,13067030326,-84.43756924375,34.06598801875,04 Cobb County WIB,"Cobb County, GA",1
583,13067030327,-84.45692962903226,34.02546123225807,04 Cobb County WIB,"Cobb County, GA",1
584,13067030329,-84.48179372580644,33.99790534193548,04 Cobb County WIB,"Cobb County, GA",1
585,13067030331,-84.4504615075,33.999604505,04 Cobb County WIB,"Cobb County, GA",1
586,13067030332,-84.43998115185185,33.985757355555556,04 Cobb County WIB,"Cobb County, GA",1
587,13067030334,-84.4251432,33.9726465,04 Cobb County WIB,"Cobb County, GA",1
588,13067030335,-84.41290267058824,34.0079181382353,04 Cobb County WIB,"Cobb County, GA",1
589,13067030337,-84.39930011707317,33.978337626829266,04 Cobb County WIB,"Cobb County, GA",1
590,13067030340,-84.46695697142857,34.04933112857143,04 Cobb County WIB,"Cobb County, GA",1
591,13067030341,-84.47689506470589,34.06314234117647,04 Cobb County WIB,"Cobb County, GA",1
592,13067030342,-84.42952942580645,34.047128619354844,04 Cobb County WIB,"Cobb County, GA",1
593,13067030343,-84.41262722083333,34.036835075,04 Cobb County WIB,"Cobb County, GA",1
594,13067030344,-84.47680875625,33.90717545625,04 Cobb County WIB,"Cobb County, GA",1
595,13067030345,-84.46710223768116,33.895442208695655,04 Cobb County WIB,"Cobb County, GA",1
596,13067030346,-84.53947491875,34.061466734375,04 Cobb County WIB,"Cobb County, GA",1
597,13067030347,-84.54258537419355,34.071337567741935,04 Cobb County WIB,"Cobb County, GA",1
598,13067030348,-84.54217553939394,34.04692166363637,04 Cobb County WIB,"Cobb County, GA",1
599,13067030349,-84.53844952,34.02643636857143,04 Cobb County WIB,"Cobb County, GA",1
600,13067030350,-84.47905432173913,34.02218885217392,04 Cobb County WIB,"Cobb County, GA",1
601,13067030351,-84.44989606,33.944570334999995,04 Cobb County WIB,"Cobb County, GA",1
602,13067030352,-84.42191711891893,33.94869412162162,04 Cobb County WIB,"Cobb County, GA",1
603,13067030353,-84.45763594324325,33.91051583243243,04 Cobb County WIB,"Cobb County, GA",1
604,13067030354,-84.44572061071428,33.92724085,04 Cobb County WIB,"Cobb County, GA",1
605,13067030355,-84.4587032521739,33.880190473913046,04 Cobb County WIB,"Cobb County, GA",1
606,13067030356,-84.45165452285715,33.88824210285714,04 Cobb County WIB,"Cobb County, GA",1
607,13067030357,-84.46650594705882,33.99839832941176,04 Cobb County WIB,"Cobb County, GA",1
608,13067030358,-84.46976680789473,33.98375640789474,04 Cobb County WIB,"Cobb County, GA",1
609,13067030359,-84.43919412413793,34.02169780689655,04 Cobb County WIB,"Cobb County, GA",1
610,13067030360,-84.4134035117647,34.02225217647059,04 Cobb County WIB,"Cobb County, GA",1
611,13067030361,-84.52016854893617,34.03246438723404,04 Cobb County WIB,"Cobb County, GA",1
612,13067030362,-84.50214031851853,34.02485307037037,04 Cobb County WIB,"Cobb County, GA",1
613,13067030363,-84.51236025813954,34.058117700000004,04 Cobb County WIB,"Cobb County, GA",1
614,13067030364,-84.49248855416667,34.05032218333333,04 Cobb County WIB,"Cobb County, GA",1
615,13067030365,-84.44709637727273,33.95869670454545,04 Cobb County WIB,"Cobb County, GA",1
616,13067030366,-84.45471907999999,33.9685328,04 Cobb County WIB,"Cobb County, GA",1
